"Data Source,""World Development Indicators"","																														
																														
"Last Updated Date,""2017-04-27"","																														
																														
Country Name	Country Code	Indicator Name	Indicator Code	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016
South Asia	SAS	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	1862.439127	1858.905414	1924.793595	1965.752716	2040.664033	2137.30611	2237.424299	2275.12945	2354.680079	2487.617425	2541.642241	2602.325081	2651.153269	2792.708134	2953.359968	3160.409099	3378.376188	3592.636673	3674.488226	3892.913903	4178.307284	4376.236726	4552.472932	4766.874652	5020.6938	5319.636804	
South Asia (IDA and IBRD)	TSA	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	1862.439127	1858.905414	1924.793595	1965.752716	2040.664033	2137.30611	2237.424299	2275.12945	2354.680079	2487.617425	2541.642241	2602.325081	2651.153269	2792.708134	2953.359968	3160.409099	3378.376188	3592.636673	3674.488226	3892.913903	4178.307284	4376.236726	4552.472932	4766.874652	5020.6938	5319.636804	
South Sudan	SSD	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD																			3739.025402	3758.330797	3793.962293	3461.751039	1786.526227	1937.59568	1926.052156	1741.098114	
Spain	ESP	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	23758.76177	24301.72664	24407.71014	24031.01172	24486.85764	25051.26919	25614.38974	26448.37891	27473.30723	28589.34356	29967.16627	30950.60782	31395.27632	31815.42165	32261.44481	32902.02014	33700.88399	34329.64734	34163.36759	32651.93847	32506.43267	32067.19245	31107.48079	30677.17497	31193.32621	32218.54182	
Sri Lanka	LKA	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	3665.580371	3783.682511	3901.023843	4122.209581	4308.33351	4504.555353	4640.806667	4907.615258	5109.750955	5298.726428	5579.618902	5451.891761	5625.543995	5914.744525	6189.773699	6526.903835	6974.484322	7392.478366	7773.44759	7987.679182	8563.212439	9213.320943	9980.02157	10238.70881	10642.05628	11047.66697	
St. Kitts and Nevis	KNA	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	14326.57609	13958.6247	14432.1476	15267.46462	15878.62854	16586.54271	17359.25984	18347.52843	18017.35037	18401.12378	19067.53344	19725.69313	19780.63292	18974.86826	19544.13733	21042.9624	21977.69945	21662.63277	22742.6121	21789.65815	21041.23441	21283.33027	20898.41353	21932.14371	22967.99655	23562.94177	
St. Lucia	LCA	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	7938.428171	8035.925169	8492.632634	8610.560711	8632.534533	8808.542604	9165.911946	9079.062586	9525.16096	9623.635139	9928.938249	9505.338293	9416.586523	9772.54415	10465.72661	10261.26348	10956.04334	10776.75855	11059.04266	10864.258	10547.20968	10461.42512	10218.00566	10145.03441	10115.03863	10278.98027	
St. Martin (French part)	MAF	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD																											
St. Vincent and the Grenadines	VCT	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	5575.941741	5623.473088	5971.563805	6219.887628	6140.462021	6617.845538	6705.754385	6945.794813	7235.067206	7434.234864	7554.70535	7677.300422	8150.608278	8760.847723	9107.406523	9318.034735	10017.29984	10248.79607	10494.01034	10265.27153	9915.486913	9871.648577	10008.58155	10192.61997	10306.93968	10462.41027	
Sub-Saharan Africa	SSF	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	2542.420238	2476.070187	2377.355405	2319.603388	2296.465142	2306.456364	2365.793195	2389.000673	2388.528121	2380.736215	2403.030587	2438.54742	2446.707361	2503.994747	2735.91601	2810.447622	2928.819358	3051.324753	3132.791951	3149.068394	3238.420474	3292.909393	3326.465626	3399.687502	3470.523865	3488.267514	
Sub-Saharan Africa (excluding high income)	SSA	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	2540.827397	2474.464307	2375.645081	2317.815789	2294.747904	2304.807795	2364.106855	2387.131224	2386.533787	2378.756412	2401.074226	2436.696804	2444.889433	2502.350951	2734.397195	2808.817662	2927.073987	3049.430612	3131.012962	3147.363068	3236.661657	3291.034265	3324.505781	3397.658739	3468.485044	3486.211076	
Sub-Saharan Africa (IDA and IBRD countries)	TSS	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	2542.420238	2476.070187	2377.355405	2319.603388	2296.465142	2306.456364	2365.793195	2389.000673	2388.528121	2380.736215	2403.030587	2438.54742	2446.707361	2503.994747	2735.91601	2810.447622	2928.819358	3051.324753	3132.791951	3149.068394	3238.420474	3292.909393	3326.465626	3399.687502	3470.523865	3488.267514	
Sudan	SDN	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	1753.260714	1828.943379	1888.538463	1912.071152	1870.721038	1922.780351	1977.176679	2124.1573	2154.088102	2159.493607	2232.638495	2311.280061	2390.972697	2503.654297	2527.752774	2640.54289	2824.237625	3060.708604	3206.945896	3219.386605	3240.831521	3478.252239	3909.966169	3996.731055	4016.719549	4121.137015	
Suriname	SUR	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	10583.6206	10674.34727	10464.12034	9539.920287	9683.866015	9624.256896	9578.826126	9954.612096	9947.840022	9725.825499	9615.757467	9981.751717	10366.83591	10959.02326	11932.50483	12409.75886	12783.82038	13303.14679	13698.37645	13949.72392	14510.06756	15119.74355	15433.83383	15725.56958	15872.61477	15687.23164	
Swaziland	SWZ	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	5518.596967	5460.548223	5508.213302	5567.236043	5592.216525	5745.222591	5838.22765	5886.320751	5910.82535	5972.284978	5988.484552	6039.381183	6192.478305	6440.303019	6599.391567	6880.016822	7141.463587	7321.950668	7520.6015	7583.853247	7594.313461	7615.493311	7753.534534	7985.306524	8085.366674	8122.04947	
Sweden	SWE	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	30933.63273	30371.40926	29843.97015	29058.23558	30031.82254	31076.90485	31498.44038	32393.4927	33743.96097	35245.13771	36854.86876	37330.70497	37980.98005	38742.68026	40257.92353	41227.30871	42918.01025	44051.46761	43466.14184	40862.97013	42942.5625	43755.06044	43308.21447	43475.80134	44167.63187	45488.29166	
Switzerland	CHE	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	47768.35307	46743.01023	46210.27123	45733.6481	45946.62348	45860.08267	45932.44169	46881.3523	48118.71092	48676.77664	50314.07395	50719.95588	50409.90409	50062.1597	51132.69074	52349.82777	54109.87523	55848.85941	56399.47796	54512.97984	55541.67144	55918.73283	55908.01356	56252.92595	56680.4365	56517.45244	
Syria	SYR	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD																											
Tajikistan	TJK	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	3635.338675	3302.256223	2299.752175	1890.557578	1465.479111	1265.623186	1040.255649	1044.654	1086.201957	1111.268815	1185.600654	1284.876706	1397.842772	1521.59566	1644.646785	1718.989961	1801.230829	1900.847871	2007.175724	2038.242264	2122.989556	2229.445742	2343.165165	2460.418483	2567.037718	2661.384595	
Tanzania	TZA	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	1472.664482	1454.746985	1415.125749	1385.48295	1363.303562	1370.84004	1394.497176	1407.132971	1423.738176	1456.201993	1489.654441	1538.046471	1604.36825	1667.92031	1747.895795	1836.148929	1864.770405	1961.28153	2006.642789	2048.891202	2111.195068	2206.910779	2247.855226	2335.963263	2421.208028	2510.03566	
Thailand	THA	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	6650.693077	7138.734364	7644.240294	8207.321264	8790.432379	9417.108379	9847.565651	9471.065514	8647.231027	8937.117919	9228.210149	9437.38993	9904.991395	10505.6138	11066.07944	11449.08154	11961.47053	12577.54928	12775.40352	12662.99363	13584.20912	13654.27246	14584.67251	14914.96925	14975.96022	15346.64689	
Timor-Leste	TLS	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD										1226.481281	1430.770199	1629.055852	1471.520638	1383.911154	1342.971661	1388.031811	1284.197137	1413.206579	1598.71956	1787.045516	1944.732775	2061.527569	2132.458401	2140.867559	2211.428897	2253.167827	
Togo	TGO	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	1350.132563	1306.218353	1223.530827	1014.12885	1138.375779	1198.00442	1271.612888	1417.798211	1349.74007	1347.447989	1302.042194	1247.218803	1202.989815	1228.935862	1221.385837	1202.645811	1217.772092	1212.201295	1205.906314	1214.757473	1229.475497	1255.087825	1280.598685	1296.218717	1336.368954	1371.564167	
Tonga	TON	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	3574.233256	3797.451951	3802.35302	3939.90362	4128.718549	4272.549041	4260.323045	4239.20155	4335.995177	4482.986115	4610.387787	4750.435168	4884.512406	4957.412857	4909.432633	4955.857728	4884.176508	4650.384176	4764.125833	4845.414987	4993.000024	5110.54609	5137.447844	4959.328507	5040.294114	5198.345314	
Trinidad and Tobago	TTO	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	12255.37377	12502.19472	12220.93951	11976.30066	12344.77507	12785.18674	13648.89834	14671.26175	15838.50655	17079.21808	18324.01607	19021.80478	20443.83063	23283.02293	25007.6684	26429.36566	29777.6356	31047.53484	31951.0206	30403.67199	31261.02474	31012.66995	31254.99841	31925.96671	31595.79328	31283.55002	
Tunisia	TUN	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	5614.938385	5706.030278	6018.765966	6023.379564	6095.686213	6131.299623	6468.6177	6727.455219	6963.766669	7305.15384	7573.93312	7791.984226	7832.175332	8138.374813	8578.580387	8802.947478	9179.214569	9697.830365	10002.57386	10195.20831	10437.08855	10123.12012	10409.21246	10599.99472	10782.09617	10769.93325	
Turkey	TUR	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	10953.98507	10849.05426	11211.28136	11878.32183	11146.65796	11837.11034	12511.99448	13250.0293	13345.769	12699.81211	13357.62394	12411.59296	12985.81583	13476.21119	14536.95457	15552.3057	16420.15536	16986.29136	16896.73616	15874.39539	17076.60476	18269.83782	18326.4323	18750.45597	18992.78144	19460.48213	
Turkmenistan	TKM	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	8352.957997	7747.865245	6402.273241	6319.333213	5093.904497	4622.735827	4840.367185	4221.011369	4459.709137	5132.349273	5350.519392	5521.18978	5477.137395	5597.930125	5816.729204	6504.673498	7137.239477	7834.154203	8877.405593	9302.738201	10031.58746	11360.50215	12459.82739	13554.78289	14761.89752	15527.40393	
Turks and Caicos Islands	TCA	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD																											
Tuvalu	TUV	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	2369.283753	2440.699557	2495.814312	2585.627669	2839.106248	2685.62537	2515.438706	2756.94536	3172.024081	3109.096494	3064.209833	3097.183526	3320.746089	3189.964086	3128.561025	2995.404267	3047.527959	3230.441115	3479.782322	3318.747485	3221.923174	3488.248359	3488.663574	3528.227653	3600.915677	3687.484226	
U.S. Virgin Islands	VIR	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD																											
Uganda	UGA	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	783.1093151	799.5129342	800.2145241	839.4451196	865.5074594	935.8444101	990.2559966	1010.129464	1028.495365	1078.050078	1077.695583	1097.658955	1154.863116	1189.193943	1228.127514	1262.699031	1352.643463	1417.977801	1490.647647	1539.238033	1573.471432	1665.470433	1673.626473	1677.615427	1708.088875	1738.4625	
Ukraine	UKR	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	10463.95996	9563.882136	8611.474559	7382.299722	5717.528569	5059.822915	4594.432331	4497.390275	4451.547944	4484.733006	4797.380277	5291.680225	5622.439849	6201.06328	7004.327676	7246.351027	7828.081179	8497.059496	8739.686077	7479.34217	7824.498452	8281.867126	8322.173034	8338.91505	8243.473515	7456.930217	
United Arab Emirates	ARE	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	114518.8254	109361.9809	107096.2781	102899.4554	104569.2972	106250.3979	107057.2513	110135.5607	104859.0794	102274.9241	107206.4607	103039.8552	100068.0353	101915.9924	101831.7277	94720.43485	90171.06161	80056.28637	71955.57546	61057.30831	57406.73775	57594.12668	60009.79808	62239.72855	63830.70036	65716.98396	
United Kingdom	GBR	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	26769.35827	26388.08251	26411.52428	27008.83468	27986.8067	28612.46667	29267.10572	30104.70475	30974.88512	31885.41319	32961.52746	33729.99144	34392.67751	35419.49755	36108.83468	36927.6023	37574.6935	38236.14064	37698.45183	35795.1837	36195.86909	36456.00216	36678.75436	37130.28024	37983.13319	38509.21416	
United States	USA	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	37062.13026	36543.08492	37321.12904	37843.57328	38891.6982	39476.26582	40500.79542	41811.63877	43166.08185	44672.54941	45986.05271	45977.54999	46366.57797	47260.04194	48597.33736	49762.2379	50598.94836	51011.42503	50383.84056	48557.86764	49372.83148	49781.80066	50502.76025	50972.59481	51775.0903	52704.19888	
Upper middle income	UMC	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	6059.429843	6009.352931	5935.203742	6015.313567	6061.845252	6191.192758	6409.607926	6663.900594	6752.984761	6915.883781	7277.511126	7471.472428	7754.243484	8128.350093	8722.233778	9302.546539	10027.27306	10888.80126	11462.50158	11592.49881	12388.66278	13052.26205	13588.83233	14133.73099	14616.59743	15038.61899	
Uruguay	URY	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	9840.726398	10117.20348	10840.72516	11047.22325	11764.81026	11511.0787	12066.23481	13005.62308	13506.1277	13175.44318	12874.77639	12358.03757	11400.23461	11499.40964	12080.45626	12975.77208	13485.56296	14330.2561	15307.82141	15900.80089	17082.40972	17904.81986	18477.50968	19270.77966	19827.73894	19952.25325	
Uzbekistan	UZB	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	3071.022647	2991.446165	2594.852007	2478.209376	2303.672203	2242.059663	2236.976535	2309.349584	2370.19491	2445.609277	2503.657346	2575.992404	2646.445073	2725.692293	2901.895529	3069.115166	3253.221059	3525.435558	3781.528957	4019.435793	4239.702208	4469.997484	4765.860109	5067.360265	5386.18617	5716.495922	
Vanuatu	VUT	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	2549.30534	2557.036853	2547.898852	2493.588783	2646.633513	2609.418694	2614.754419	2693.031569	2760.446397	2719.71496	2822.993392	2663.628628	2466.64226	2507.819418	2541.567414	2609.477547	2761.010808	2833.604396	2944.326791	2970.071674	2947.983034	2915.239621	2899.012135	2889.926817	2891.972916	2806.270013	
Venezuela	VEN	GDP per capita, PPP (constant 2011 international $)		14450.68166	15489.9485	16059.67018	15752.09862	15054.34182	15323.49563	14982.21398	15620.30966	15361.94742	14169.61032	14417.1038	14632.26768	13095.51769	11865.76475	13791.8933	14956.52693	16160.12356	17289.26159	17913.00213	17071.07923	16563.39559	17001.91324	17701.8136	17689.6309	16769.32678		
Vietnam	VNM	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	1501.138873	1561.625476	1666.709595	1770.367069	1894.746428	2041.756291	2197.021399	2339.34429	2436.506187	2514.807674	2649.719416	2778.396104	2919.948932	3085.334219	3278.378963	3484.909061	3686.955728	3907.265357	4084.823662	4259.960398	4486.261073	4715.886349	4910.314336	5121.740811	5370.20998	5667.410939	
Palestinian Territories	PSE	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD					2723.375774	2789.676155	2861.674169	3391.342095	4163.552776	4787.298385	4202.922595	3832.445333	3682.804272	3930.803244	4164.754452	4503.798065	4188.939797	4012.73978	3563.819118	4187.253214	4162.701638	4356.34182	4841.813484	4498.302206	4319.52829	4714.924628	
World	WLD	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	8907.635796	8873.614333	8889.05212	8919.964032	9049.00397	9210.300846	9429.353106	9665.347789	9765.478938	9980.654928	10316.73373	10431.95059	10584.53608	10841.94807	11286.29385	11680.15865	12160.859	12668.09089	12875.20392	12680.31632	13190.10429	13557.91406	13825.81587	14112.99735	14422.27031	14724.81674	
Yemen	YEM	GDP per capita, PPP (constant 2011 international $)		3353.789395	3391.84062	3483.527559	3440.3074	3499.697743	3544.755577	3575.867751	3644.383349	3753.07801	3787.981896	3911.219696	3946.643415	3987.422554	4021.13444	4063.917953	4171.293	4183.253782	4201.966642	4233.961141	4276.66551	4481.554679	3807.949007	3797.556025	3879.327974	3775.819027	2649.313008	
Zambia	ZMB	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	2308.603878	2247.534992	2153.111916	2242.704476	1998.32239	2003.94156	2072.821302	2094.26852	2029.916702	2067.666859	2092.255097	2147.499786	2188.111314	2281.495811	2379.539927	2484.347546	2607.540645	2746.117104	2874.766487	3048.416386	3263.394717	3342.65393	3488.849431	3554.892293	3609.312938	3602.326756	
Zimbabwe	ZWE	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	2526.072205	2596.887816	2307.728001	2282.936379	2445.902676	2406.503921	2612.338217	2641.840651	2680.964239	2627.390567	2521.347514	2536.539749	2295.017113	1892.639787	1769.747409	1653.692238	1578.996239	1501.878276	1218.401381	1270.089651	1388.973047	1523.621784	1648.754684	1684.226271	1709.144002	1677.969628	
